"Country or Area";"Year";"Area";"Sex";"Religion";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Canada";"2021";"Rural";"Both Sexes";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"70635";"14"
"Canada";"2021";"Rural";"Both Sexes";"Quakers";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"490";"14"
"Canada";"2021";"Rural";"Both Sexes";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"170";"14"
"Canada";"2021";"Rural";"Both Sexes";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2170445";"14"
"Canada";"2021";"Rural";"Both Sexes";"Romanian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"650";"14"
"Canada";"2021";"Rural";"Both Sexes";"Russian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1785";"14"
"Canada";"2021";"Rural";"Both Sexes";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"19555";"14"
"Canada";"2021";"Rural";"Both Sexes";"Satanist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"600";"14"
"Canada";"2021";"Rural";"Both Sexes";"Scientology";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"135";"14"
"Canada";"2021";"Rural";"Both Sexes";"Serbian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"660";"14"
"Canada";"2021";"Rural";"Both Sexes";"Shinto";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"75";"14"
"Canada";"2021";"Rural";"Both Sexes";"Sikh";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"25170";"14"
"Canada";"2021";"Rural";"Both Sexes";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1380";"14"
"Canada";"2021";"Rural";"Both Sexes";"Swedenborgian (New Church)";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"105";"14"
"Canada";"2021";"Rural";"Both Sexes";"Taoist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"285";"14"
"Canada";"2021";"Rural";"Both Sexes";"Ukrainian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4105";"14"
"Canada";"2021";"Rural";"Both Sexes";"United Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"383785";"14"
"Canada";"2021";"Rural";"Both Sexes";"Vineyard Christian Fellowship";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"105";"14"
"Canada";"2021";"Rural";"Both Sexes";"Wesleyan";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5265";"14"
"Canada";"2021";"Rural";"Both Sexes";"Zoroastrian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"170";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"29090";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"11120";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Christians";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"631315";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Methodist Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4675";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Orthodox Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"10095";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Religions";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"820";"14"
"Canada";"2021";"Rural";"Both Sexes";"Other Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"11585";"14"
"Canada";"2021";"Rural";"Both Sexes";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2215615";"14"
"Canada";"2021";"Rural";"Both Sexes";"Apostolic Christian Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"150";"14"
"Canada";"2021";"Rural";"Both Sexes";"Church of God nos";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"550";"14"
"Canada";"2021";"Rural";"Both Sexes";"Canadian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4490";"14"
"Canada";"2021";"Rural";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"3300845";"14"
"Canada";"2021";"Rural";"Male";"Aboriginal spirituality";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"24705";"14"
"Canada";"2021";"Rural";"Male";"Agnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4815";"14"
"Canada";"2021";"Rural";"Male";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"146005";"14"
"Canada";"2021";"Rural";"Male";"Antiochian Orthodox Christian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"35";"14"
"Canada";"2021";"Rural";"Male";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"110";"14"
"Canada";"2021";"Rural";"Male";"Associated Gospel";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"640";"14"
"Canada";"2021";"Rural";"Male";"Atheist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"7765";"14"
"Canada";"2021";"Rural";"Male";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"745";"14"
"Canada";"2021";"Rural";"Male";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"58035";"14"
"Canada";"2021";"Rural";"Male";"Buddhist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4665";"14"
"Canada";"2021";"Rural";"Male";"Christadelphian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"280";"14"
"Canada";"2021";"Rural";"Male";"Christian or Plymouth Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"525";"14"
"Canada";"2021";"Rural";"Male";"Christian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"8130";"14"
"Canada";"2021";"Rural";"Male";"Church of Jesus Christ of Latter-day Saints";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"8085";"14"
"Canada";"2021";"Rural";"Male";"Church of Nazarene";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"750";"14"
"Canada";"2021";"Rural";"Male";"Coptic Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"375";"14"
"Canada";"2021";"Rural";"Male";"Doukhobors";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"280";"14"
"Canada";"2021";"Rural";"Male";"Evangelical Free Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"835";"14"
"Canada";"2021";"Rural";"Male";"Evangelical Missionary Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"580";"14"
"Canada";"2021";"Rural";"Male";"Gnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"85";"14"
"Canada";"2021";"Rural";"Male";"Greek Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5750";"14"
"Canada";"2021";"Rural";"Male";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5000";"14"
"Canada";"2021";"Rural";"Male";"Humanist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"865";"14"
"Canada";"2021";"Rural";"Male";"Jains";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"35";"14"
"Canada";"2021";"Rural";"Male";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"11925";"14"
"Canada";"2021";"Rural";"Male";"Jewish";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4890";"14"
"Canada";"2021";"Rural";"Male";"Lutheran";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"43480";"14"
"Canada";"2021";"Rural";"Male";"Mennonite";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"32245";"14"
"Canada";"2021";"Rural";"Male";"Mission de l'Esprit Saint";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"100";"14"
"Canada";"2021";"Rural";"Male";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"905";"14"
"Canada";"2021";"Rural";"Male";"Muslim";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"11750";"14"
"Canada";"2021";"Rural";"Male";"New Age";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"130";"14"
"Canada";"2021";"Rural";"Male";"New Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"245";"14"
"Canada";"2021";"Rural";"Male";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"35780";"14"
"Canada";"2021";"Rural";"Male";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"33735";"14"
"Canada";"2021";"Rural";"Male";"Quakers";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"235";"14"
"Canada";"2021";"Rural";"Male";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"120";"14"
"Canada";"2021";"Rural";"Male";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1092120";"14"
"Canada";"2021";"Rural";"Male";"Romanian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"380";"14"
"Canada";"2021";"Rural";"Male";"Russian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"780";"14"
"Canada";"2021";"Rural";"Male";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"9615";"14"
"Canada";"2021";"Rural";"Male";"Satanist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"335";"14"
"Canada";"2021";"Rural";"Male";"Scientology";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"85";"14"
"Canada";"2021";"Rural";"Male";"Serbian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"335";"14"
"Canada";"2021";"Rural";"Male";"Shinto";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"30";"14"
"Canada";"2021";"Rural";"Male";"Sikh";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"13275";"14"
"Canada";"2021";"Rural";"Male";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"405";"14"
"Canada";"2021";"Rural";"Male";"Swedenborgian (New Church)";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"55";"14"
"Canada";"2021";"Rural";"Male";"Taoist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"165";"14"
"Canada";"2021";"Rural";"Male";"Ukrainian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1925";"14"
"Canada";"2021";"Rural";"Male";"United Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"180140";"14"
"Canada";"2021";"Rural";"Male";"Vineyard Christian Fellowship";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"55";"14"
"Canada";"2021";"Rural";"Male";"Wesleyan";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2390";"14"
"Canada";"2021";"Rural";"Male";"Zoroastrian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"95";"14"
"Canada";"2021";"Rural";"Male";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"12645";"14"
"Canada";"2021";"Rural";"Male";"Other Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5655";"14"
"Canada";"2021";"Rural";"Male";"Other Christians";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"314430";"14"
"Canada";"2021";"Rural";"Male";"Other Methodist Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2175";"14"
"Canada";"2021";"Rural";"Male";"Other Orthodox Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5050";"14"
"Canada";"2021";"Rural";"Male";"Other Religions";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"430";"14"
"Canada";"2021";"Rural";"Male";"Other Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5985";"14"
"Canada";"2021";"Rural";"Male";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1194970";"14"
"Canada";"2021";"Rural";"Male";"Apostolic Christian Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"75";"14"
"Canada";"2021";"Rural";"Male";"Church of God nos";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"280";"14"
"Canada";"2021";"Rural";"Male";"Canadian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2295";"14"
"Canada";"2021";"Rural";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"3168355";"14"
"Canada";"2021";"Rural";"Female";"Aboriginal spirituality";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"25395";"14"
"Canada";"2021";"Rural";"Female";"Agnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4120";"14"
"Canada";"2021";"Rural";"Female";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"159745";"14"
"Canada";"2021";"Rural";"Female";"Antiochian Orthodox Christian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"55";"14"
"Canada";"2021";"Rural";"Female";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"95";"14"
"Canada";"2021";"Rural";"Female";"Associated Gospel";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"700";"14"
"Canada";"2021";"Rural";"Female";"Atheist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5310";"14"
"Canada";"2021";"Rural";"Female";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"820";"14"
"Canada";"2021";"Rural";"Female";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"62875";"14"
"Canada";"2021";"Rural";"Female";"Buddhist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"6140";"14"
"Canada";"2021";"Rural";"Female";"Christadelphian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"335";"14"
"Canada";"2021";"Rural";"Female";"Christian or Plymouth Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"580";"14"
"Canada";"2021";"Rural";"Female";"Christian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"8015";"14"
"Canada";"2021";"Rural";"Female";"Church of Jesus Christ of Latter-day Saints";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"8690";"14"
"Canada";"2021";"Rural";"Female";"Church of Nazarene";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"850";"14"
"Canada";"2021";"Rural";"Female";"Coptic Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"285";"14"
"Canada";"2021";"Rural";"Female";"Doukhobors";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"335";"14"
"Canada";"2021";"Rural";"Female";"Evangelical Free Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"950";"14"
"Canada";"2021";"Rural";"Female";"Evangelical Missionary Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"665";"14"
"Canada";"2021";"Rural";"Female";"Gnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"105";"14"
"Canada";"2021";"Rural";"Female";"Greek Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5040";"14"
"Canada";"2021";"Rural";"Female";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4655";"14"
"Canada";"2021";"Rural";"Female";"Humanist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"775";"14"
"Canada";"2021";"Rural";"Female";"Jains";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"30";"14"
"Canada";"2021";"Rural";"Female";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"14050";"14"
"Canada";"2021";"Rural";"Female";"Jewish";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"4835";"14"
"Canada";"2021";"Rural";"Female";"Lutheran";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"45370";"14"
"Canada";"2021";"Rural";"Female";"Mennonite";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"31545";"14"
"Canada";"2021";"Rural";"Female";"Mission de l'Esprit Saint";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"105";"14"
"Canada";"2021";"Rural";"Female";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1005";"14"
"Canada";"2021";"Rural";"Female";"Muslim";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"10485";"14"
"Canada";"2021";"Rural";"Female";"New Age";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"265";"14"
"Canada";"2021";"Rural";"Female";"New Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"220";"14"
"Canada";"2021";"Rural";"Female";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"39105";"14"
"Canada";"2021";"Rural";"Female";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"36900";"14"
"Canada";"2021";"Rural";"Female";"Quakers";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"250";"14"
"Canada";"2021";"Rural";"Female";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"50";"14"
"Canada";"2021";"Rural";"Female";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1078315";"14"
"Canada";"2021";"Rural";"Female";"Romanian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"270";"14"
"Canada";"2021";"Rural";"Female";"Russian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1005";"14"
"Canada";"2021";"Rural";"Female";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"9940";"14"
"Canada";"2021";"Rural";"Female";"Satanist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"265";"14"
"Canada";"2021";"Rural";"Female";"Scientology";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"50";"14"
"Canada";"2021";"Rural";"Female";"Serbian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"325";"14"
"Canada";"2021";"Rural";"Female";"Shinto";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"45";"14"
"Canada";"2021";"Rural";"Female";"Sikh";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"11890";"14"
"Canada";"2021";"Rural";"Female";"Spiritualist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"980";"14"
"Canada";"2021";"Rural";"Female";"Swedenborgian (New Church)";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"50";"14"
"Canada";"2021";"Rural";"Female";"Taoist";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"120";"14"
"Canada";"2021";"Rural";"Female";"Ukrainian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2180";"14"
"Canada";"2021";"Rural";"Female";"United Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"203640";"14"
"Canada";"2021";"Rural";"Female";"Vineyard Christian Fellowship";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"50";"14"
"Canada";"2021";"Rural";"Female";"Wesleyan";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2880";"14"
"Canada";"2021";"Rural";"Female";"Zoroastrian";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"70";"14"
"Canada";"2021";"Rural";"Female";"Other";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"16450";"14"
"Canada";"2021";"Rural";"Female";"Other Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5465";"14"
"Canada";"2021";"Rural";"Female";"Other Christians";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"316895";"14"
"Canada";"2021";"Rural";"Female";"Other Methodist Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2500";"14"
"Canada";"2021";"Rural";"Female";"Other Orthodox Churches";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5045";"14"
"Canada";"2021";"Rural";"Female";"Other Religions";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"390";"14"
"Canada";"2021";"Rural";"Female";"Other Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"5595";"14"
"Canada";"2021";"Rural";"Female";"No Religion";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"1020645";"14"
"Canada";"2021";"Rural";"Female";"Apostolic Christian Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"70";"14"
"Canada";"2021";"Rural";"Female";"Church of God nos";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"265";"14"
"Canada";"2021";"Rural";"Female";"Canadian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2022";"2195";"14"
"Canada";"2011";"Total";"Both Sexes";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"32852325";""
"Canada";"2011";"Total";"Both Sexes";"Aboriginal spirituality";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"64940";""
"Canada";"2011";"Total";"Both Sexes";"Adventist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"66940";""
"Canada";"2011";"Total";"Both Sexes";"Agnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"36280";""
"Canada";"2011";"Total";"Both Sexes";"Anglican";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1631845";""
"Canada";"2011";"Total";"Both Sexes";"Antiochian Orthodox Christian";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1220";""
"Canada";"2011";"Total";"Both Sexes";"Armenian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"13730";""
"Canada";"2011";"Total";"Both Sexes";"Associated Gospel";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"5700";""
"Canada";"2011";"Total";"Both Sexes";"Atheist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"48675";""
"Canada";"2011";"Total";"Both Sexes";"Baha'i";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"18945";""
"Canada";"2011";"Total";"Both Sexes";"Baptist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"635840";""
"Canada";"2011";"Total";"Both Sexes";"Buddhist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"366830";""
"Canada";"2011";"Total";"Both Sexes";"Charismatic Renewal";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1960";""
"Canada";"2011";"Total";"Both Sexes";"Christadelphian";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"3000";""
"Canada";"2011";"Total";"Both Sexes";"Christian Congregational";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"2510";""
"Canada";"2011";"Total";"Both Sexes";"Christian and Mission Alliance";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"50720";""
"Canada";"2011";"Total";"Both Sexes";"Christian or Plymouth Brethren";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"5370";""
"Canada";"2011";"Total";"Both Sexes";"Christian Reformed Church";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"65395";""
"Canada";"2011";"Total";"Both Sexes";"Church of Christ";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"15815";""
"Canada";"2011";"Total";"Both Sexes";"Church of Jesus Christ of Latter-day Saints";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"105365";""
"Canada";"2011";"Total";"Both Sexes";"Church of God";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"7290";""
"Canada";"2011";"Total";"Both Sexes";"Church of Nazarene";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"9015";""
"Canada";"2011";"Total";"Both Sexes";"Coptic Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"16255";""
"Canada";"2011";"Total";"Both Sexes";"Doukhobors";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"2290";""
"Canada";"2011";"Total";"Both Sexes";"Dutch Reformed";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"4355";""
"Canada";"2011";"Total";"Both Sexes";"Evangelical";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"92650";""
"Canada";"2011";"Total";"Both Sexes";"Evangelical Free Church";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"6545";""
"Canada";"2011";"Total";"Both Sexes";"Evangelical Missionary Church";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"7820";""
"Canada";"2011";"Total";"Both Sexes";"Free Methodists";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"10555";""
"Canada";"2011";"Total";"Both Sexes";"Gnostic";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"870";""
"Canada";"2011";"Total";"Both Sexes";"Greek Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"220255";""
"Canada";"2011";"Total";"Both Sexes";"Hindu";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"497960";""
"Canada";"2011";"Total";"Both Sexes";"Humanist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"3450";""
"Canada";"2011";"Total";"Both Sexes";"Interdenominational";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1815";""
"Canada";"2011";"Total";"Both Sexes";"Islam ";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1053945";""
"Canada";"2011";"Total";"Both Sexes";"Jains";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"3320";""
"Canada";"2011";"Total";"Both Sexes";"Jehovah Witness";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"137780";""
"Canada";"2011";"Total";"Both Sexes";"Jewish";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"329500";""
"Canada";"2011";"Total";"Both Sexes";"Lutheran";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"478180";""
"Canada";"2011";"Total";"Both Sexes";"Mennonite";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"179195";""
"Canada";"2011";"Total";"Both Sexes";"Methodist";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"22750";""
"Canada";"2011";"Total";"Both Sexes";"Mission de l'Esprit Saint";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"520";""
"Canada";"2011";"Total";"Both Sexes";"Moravian";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"5020";""
"Canada";"2011";"Total";"Both Sexes";"New Age";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"2225";""
"Canada";"2011";"Total";"Both Sexes";"New Apostolic";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"5220";""
"Canada";"2011";"Total";"Both Sexes";"Non-denominational";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"43595";""
"Canada";"2011";"Total";"Both Sexes";"Pagan";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"15270";""
"Canada";"2011";"Total";"Both Sexes";"Pentecostal";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"478705";""
"Canada";"2011";"Total";"Both Sexes";"Presbyterian";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"472385";""
"Canada";"2011";"Total";"Both Sexes";"Protestant nfd";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"550965";""
"Canada";"2011";"Total";"Both Sexes";"Quakers";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"2725";""
"Canada";"2011";"Total";"Both Sexes";"Rastafarian";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"1060";""
"Canada";"2011";"Total";"Both Sexes";"Reorganized Church of Latter-day Saints";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"3300";""
"Canada";"2011";"Total";"Both Sexes";"Roman Catholic";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"12728880";""
"Canada";"2011";"Total";"Both Sexes";"Romanian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"7085";""
"Canada";"2011";"Total";"Both Sexes";"Russian Orthodox";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"25245";""
"Canada";"2011";"Total";"Both Sexes";"Salvation Army";"Census - de jure - complete tabulation";"Final figure, complete";"2013";"70955";""
